Ontology ID	label	alternative label	Issues / Notes	CURRENT CURATOR (TEMP)		Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	Equivalence axiom	definition	definition source	alt definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0100570	low average genome coverage datum	low average genome coverage		Rhiannon		TRUE		ICE > data item > quality control datum		Class	2023-01-23T00:42:19.315Z	GENEPIO:0100662	quality control datum		A data item that describes sequence data in which the entire length of the genome is not sufficiently sequenced (low breadth of coverage), or particular positions of the genome are not sequenced a prescribed number of times (low depth of coverage).		Sequence data in which the entire length of the genome is not sufficiently sequenced (low breadth of coverage), or particular positions of the genome are not sequenced a prescribed number of times (low depth of coverage).			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready for release		The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags				
GENEPIO:0100571	low percent genome captured datum	low percent genome captured		Rhiannon		TRUE		ICE > data item > quality control datum		Class	2023-01-23T00:42:19.315Z	GENEPIO:0100662	quality control datum		A data item that describes sequence data in which the entire length of the genome is not sufficiently sequenced (low breadth of coverage).		Sequence data in which the entire length of the genome is not sufficiently sequenced (low breadth of coverage).			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready for release		The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags				
GENEPIO:0100572	read lengths shorter than expected datum	read lengths shorter than expected		Rhiannon		TRUE		ICE > data item > quality control datum		Class	2023-01-23T00:42:19.315Z	GENEPIO:0100662	quality control datum		A data item that describes average sequence read lengths that are below the expected size range given a particular sequencing instrument, reagents and conditions.		Average sequence read lengths that are below the expected size range given a particular sequencing instrument, reagents and conditions.			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready for release		The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags				
GENEPIO:0100573	sequence amplification artifacts datum	sequence amplification artifacts		Rhiannon		TRUE		ICE > data item > quality control datum		Class	2023-01-23T00:42:19.315Z	GENEPIO:0100662	quality control datum		A data item that describes sequence data containing errors generated during the polymerase chain reaction (PCR) amplification process during library generation (e.g. mutations, altered read distribution, amplicon dropouts).		Sequence data containing errors generated during the PCR amplification process during library generation (e.g. mutations, altered read distribution, amplicon dropouts).			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready for release		The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags				
GENEPIO:0100574	low signal to noise ratio datum	low signal to noise ratio		Rhiannon		TRUE		ICE > data item > quality control datum		Class	2023-01-23T00:42:19.315Z	GENEPIO:0100662	quality control datum		A data item that describes sequence data containing more errors or undetermined bases (noise) than sequence representing the biological source (signal).		Sequence data containing more errors or undetermined bases (noise) than sequence representing the biological source (signal).			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready for release		The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags				
GENEPIO:0100575	low coverage of characteristic mutations datum	low coverage of characteristic mutations		Rhiannon		TRUE		ICE > data item > quality control datum		Class	2023-01-23T00:42:19.315Z	GENEPIO:0100662	quality control datum		A data item that describes sequence data that contains a lower than expected number of mutations that are usually observed in the reference sequence.		Sequence data that contains a lower than expected number of mutations that are usually observed in the reference sequence.			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready for release		The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags				
	excess frameshift mutations detected datum	excess frameshift mutations detected	GENEPIO:0100751 Not released in The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags Removed from enum mention, check with Emma if this can be deleted (remove from mints is applicable)	Rhiannon		FALSE		ICE > data item > quality control datum		Class	2023-07-07T02:01:00.163Z	GENEPIO:0100662	quality control datum							https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	uncurated		The PHA4GE QC Contextual Data Tags Specification: https://github.com/pha4ge/contextual-data-qc-tags				
GENEPIO:0100000	RmYN02			Rhiannon		TRUE		material entity > organism		Class	2022-01-19T18:23:15.862Z	NCBITaxon:10239	Viruses		A severe acute respiratory syndrome-related coronavirus which is 1) bat-derived, 2) sharing 93.3% nucleotide identity with SARS-CoV-2, and 3) contains an insertion at the S1/S2 cleavage site in the spike protein.	https://en.wikipedia.org/wiki/RmYN02				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100219	sampling strategy specification		Placed where HSO has their "sampling strategy" that this will eventually be replaced by. Added "specification" to the end of the term so there is no confusion for ROBOT when HSO "sampling strategy" is eventually added.	Rhiannon	Curation in Progress	TRUE		ICE > data item > purpose of sampling		Class	2022-01-19T18:23:15.862Z	IAO:0000033	directive information entity		A directive information entity which realizes sample strategy specifications.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100001	cluster/outbreak investigation sampling	Cluster/Outbreak investigation		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2022-01-19T18:23:15.862Z	HSO:0000072	sampling strategy		A sampling strategy in which individuals are chosen for investigation into a disease cluster or outbreak.			The terms cluster and outbreak both describe the occurrence of new disease cases within a particular location and time period. The number of cases within a cluster are not necessarily greater than what is expected, however in an outbreak the number of cases does exceed the usual norm. In an outbreak the cases are confirmed to be epidemiologically linked while in a cluster an epidemiological connection is only suspected. Not all clusters are outbreaks, however each cluster needs to be investigated. [Source: https://covid19evidencereviews.saskhealthauthority.ca/en/permalink/coviddoc153]		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0102179	water associated outbreak investigation sampling	water associated outbreak investigation		Rhiannon	Curation in Progress	FALSE		ICE > data item > purpose of sampling		Class	2026-04-13T19:52:38.515Z	GENEPIO:0100001	cluster/outbreak investigation sampling		A sampling strategy in which samples are collected in order to research an outbreak which is associated with water.					https://orcid.org/0000-0001-8008-8249	requires discussion						
GENEPIO:0100002	diagnostic testing sampling	Diagnostic testing		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2022-01-19T18:23:15.862Z	HSO:0000072	sampling strategy		A sampling strategy in which individuals are sampled in the context of diagnostic testing.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100548	environmental testing sampling	Environmental testing		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2023-01-23T00:42:19.315Z	HSO:0000072	sampling strategy		A sampling strategy in which environments are sampled in the context of testing for the presence of, or change in the levels of, chemicals, pathogens or other phenomena.												
GENEPIO:0100003	research sampling	Research		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2022-01-19T18:23:15.862Z	HSO:0000072	sampling strategy		A sampling strategy in which individuals are sampled in order to perform research.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
	clinical trial sampling	Clinical trial		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2023-01-23T00:42:19.315Z	HSO:0000072	sampling strategy		A sampling strategy in which individuals are sampled in the context of experiments or observations performed as part of clinical research.												
GENEPIO:0100550	field experiment sampling	Field experiment		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2023-01-23T00:42:19.315Z	HSO:0000072	sampling strategy		A sampling strategy in which samples are taken during real-life experiments which test directly whether proposed interventions actually work.												
	survey study sampling	Survey study		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2023-01-23T00:42:19.315Z	HSO:0000072	sampling strategy		A sampling strategy in which individuals and/or materials are sampled for surveillance performed for research purposes.												
GENEPIO:0100024	protocol testing sampling	Protocol testing|Protocol testing experiment		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100003	research sampling		A research sampling strategy in which samples are collected in order to test a method or protocol.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100004	surveillance sampling	Surveillance		Rhiannon		TRUE		ICE > data item > purpose of sampling		Class	2022-01-19T18:23:15.862Z	HSO:0000072	sampling strategy		A sampling strategy in which individuals are sampled for surveillance investigations.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0102180	environmental surveillance sampling	Environmental surveillance		Rhiannon	Curation in Progress	FALSE		ICE > data item > purpose of sampling		Class	2026-04-13T19:52:38.515Z	GENEPIO:0100004	surveillance sampling		A sampling strategy in which environments are systematically sampled to detect the presence or emergence of pathogens, contaminants, or other indicators without prior knowledge of an event.					https://orcid.org/0000-0001-8008-8249	requires discussion						
GENEPIO:0102181	surface water quality surveillance sampling	Surface water quality surveillance		Rhiannon	Curation in Progress	FALSE		ICE > data item > purpose of sampling		Class	2026-04-13T19:52:38.515Z	GENEPIO:0100004	surveillance sampling		A sampling strategy in which surface waters are systematically sampled to assess overall water quality, detect contaminants, and identify emerging risks. Surveillance is broad and ongoing, aiming to establish baseline conditions and detect changes over time.					https://orcid.org/0000-0001-8008-8249	requires discussion						
GENEPIO:0102182	monitoring strategy	Monitoring		Rhiannon	Curation in Progress	FALSE		ICE > data item > purpose of sampling		Class	2026-04-13T19:52:38.515Z	HSO:0000072	sampling strategy		A sampling strategy in which environments are sampled to assess a known event, hazard, or signal over time. Monitoring is typically targeted and focused, such as tracking levels of a specific contaminant or pathogen after it has already been detected					https://orcid.org/0000-0001-8008-8249	requires discussion						
GENEPIO:0102183	algal bloom monitoring	Algal bloom monitoring		Rhiannon	Curation in Progress	FALSE		ICE > data item > purpose of sampling		Class	2026-04-13T19:52:38.515Z	GENEPIO:0102182	monitoring strategy		A monitoring strategy in which samples are collected due to a monitor or assess an algal bloom event.					https://orcid.org/0000-0001-8008-8249	requires discussion						
GENEPIO:0102184	community triggered environmental monitoring			Rhiannon	Curation in Progress	FALSE		ICE > data item > purpose of sampling		Class	2026-04-13T19:52:38.515Z	GENEPIO:0102182	monitoring strategy		A sampling strategy in which environments are sampled in response to observations, complaints, or reports from the community regarding a change in environmental conditions.					https://orcid.org/0000-0001-8008-8249	requires discussion						
GENEPIO:0100005	baseline surveillance strategy	Baseline surveillance (random sampling)		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100219	sampling strategy specification		A surveillance sampling strategy in which baseline is established at the beginning of a study or project by the selection of sample units via random sampling.			Such that each possible unit has a fixed and known or equal probability of selection. [Source: "Random Sample" (p.238) in Porta, M. (2014). A Dictionary of Epidemiology (6th ed.). Oxford University Press, Incorporated.]		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		random sampling			
GENEPIO:0100006	targeted surveillance strategy	Targeted surveillance (non-random sampling)		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100219	sampling strategy specification		A surveillance sampling strategy in which an aspired outcome is explicity stated.	"Target" (p.279) in Porta, M. (2014). A Dictionary of Epidemiology (6th ed.). Oxford University Press, Incorporated.				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		non-random sampling			
GENEPIO:0100007	priority surveillance project strategy	Priority surveillance project		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100006	targeted surveillance		A targeted surveillance strategy which is considered important and/or urgent.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100008	screening for Variants of Concern strategy	Screening for Variants of Concern (VoC)		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100007	priority surveillance project		A targeted surveillance strategy in which the aim is early detection of variants of concern (VoC) in individuals.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		screening for VoC|screening for VOC			
GENEPIO:0100273	sample has epidemiological link to Variant of Concern strategy	Sample has epidemiological link to Variant of Concern (VoC)		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100008	screening for Variants of Concern		A variant surveillance strategy in which a sample is sequenced because the individual from which the sample is derived has a known epidemiological link to a variant case.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		sample has epidemiological link to VoC			
GENEPIO:0100274	sample has epidemiological link to Omicron variant strategy	Sample has epidemiological link to Omicron Variant		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100273	sample has epidemiological link to Variant of Concern		A variant surveillance strategy in which a sample is sequenced because the individual from which the sample is derived has a known epidemiological link to an Omicron variant case.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100009	longitudinal surveillance strategy	Longitudinal surveillance (repeat sampling of individuals)		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100007	priority surveillance project		A priority surveillance strategy in which subsets of a defined population can be identified who are, have been, or in the future may be exposed or not exposed - or exposed in different degrees - to a disease of interest and are selected to under go repeat sampling over a defined period of time.	"Cohort Study" (p.50) in Porta, M. (2014). A Dictionary of Epidemiology (6th ed.). Oxford University Press, Incorporated.				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		repeat sampling of individuals			
GENEPIO:0100010	re-infection surveillance strategy	Re-infection surveillance		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100007	priority surveillance project		A priority surveillance strategy in which a population that previously tested positive for a disease of interest, and since confirmed to have recovered via a negative test, are monitored for positive test indication of re-infection with the disease of interest within a defined period of time.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100011	vaccine escape surveillance strategy	Vaccine escape surveillance		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100007	priority surveillance project		A priority surveillance strategy in which individuals are monitored for investigation into vaccine escape, i.e., identifying variants that contain mutations that counteracted the immunity provided by vaccine(s) of interest.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100012	travel-associated surveillance strategy	Travel-associated surveillance		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100007	priority surveillance project		A priority surveillance strategy in which individuals are selected if they have a travel history outside of the reporting region within a specified number of days before onset of symptoms.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100013	domestic travel surveillance strategy	Domestic travel surveillance		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100012	travel-associated surveillance		A travel-associated surveillance strategy in which individuals are selected if they have an intranational travel history within a specified number of days before onset of symptoms.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100275	interstate/ interprovincial travel surveillance strategy	Interstate/ interprovincial travel surveillance		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100013	domestic travel surveillance		A domestic travel-associated surveillance strategy in which individuals are selected if their travel occurred within a state/province within a nation.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100276	intra-state/ intra-provincial travel surveillance strategy	Intra-state/ intra-provincial travel surveillance		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100013	domestic travel surveillance		A domestic travel-associated surveillance strategy in which individuals are selected if their travel occurred between states/provinces within a nation.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100014	international travel surveillance strategy	International travel surveillance		Rhiannon		TRUE		ICE > data item > purpose of sequencing		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100012	travel-associated surveillance		A travel-associated surveillance strategy in which individuals are selected if they have a travel history outside of the reporting country in a specified number of days before onset of symptoms.	https://www.eurosurveillance.org/content/10.2807/1560-7917.ES.2020.25.37.2001641				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
